"Date","Country","RefRoute","Count","WithinTarget","OutsideTarget","PercentWithinTarget","Standard","StandardHit","AdditionalPatients","TargetLastMet","rank"
Dec 2020,"England","Screening",1591,1334,"257",0.838466373350094,NA,NA,NA,NA,NA
Dec 2020,"England","Urgent Suspected Cancer",14114,10621,"3493",0.752515233101885,0.85,"was NOT met",1375.9,"Dec 2015","48th"
Jan 2021,"England","ALL ROUTES",17464,12936,"4528",0.74072377462208,NA,NA,NA,NA,NA
Jan 2021,"England","Consultant Upgrade",3357,2727,"630",0.812332439678284,NA,NA,NA,NA,NA
Jan 2021,"England","Screening",1471,1178,"293",0.800815771583956,NA,NA,NA,NA,NA
Jan 2021,"England","Urgent Suspected Cancer",12636,9031,"3605",0.714704020259576,0.85,"was NOT met",1709.6,"Dec 2015","38th"
Feb 2021,"England","ALL ROUTES",17397,12504,"4893",0.718744611139852,NA,NA,NA,NA,NA
Feb 2021,"England","Consultant Upgrade",3552,2797,"755",0.787443693693694,NA,NA,NA,NA,NA
Feb 2021,"England","Screening",1480,1069,"411",0.722297297297297,NA,NA,NA,NA,NA
Feb 2021,"England","Urgent Suspected Cancer",12365,8638,"3727",0.698584714921148,0.85,"was NOT met",1872.25,"Dec 2015","35th"
Mar 2021,"England","ALL ROUTES",20777,15737,"5040",0.757424074697983,NA,NA,NA,NA,NA
Mar 2021,"England","Consultant Upgrade",4214,3470,"744",0.8234456573327,NA,NA,NA,NA,NA
Mar 2021,"England","Screening",1811,1359,"452",0.750414135836554,NA,NA,NA,NA,NA
Mar 2021,"England","Urgent Suspected Cancer",14752,10908,"3844",0.739425162689805,0.85,"was NOT met",1631.2,"Dec 2015","43rd"
Apr 2021,"England","ALL ROUTES",19190,14775,"4415",0.769932256383533,NA,NA,NA,NA,NA
Apr 2021,"England","Consultant Upgrade",3971,3308,"663",0.833039536640645,NA,NA,NA,NA,NA
Apr 2021,"England","Screening",1841,1368,"473",0.743074416078218,NA,NA,NA,NA,NA
Apr 2021,"England","Urgent Suspected Cancer",13378,10099,"3279",0.754896098071461,0.85,"was NOT met",1272.3,"Dec 2015","50th"
May 2021,"England","ALL ROUTES",19228,14526,"4702",0.755460786353235,NA,NA,NA,NA,NA
May 2021,"England","Consultant Upgrade",4103,3440,"663",0.838410918839873,NA,NA,NA,NA,NA
May 2021,"England","Screening",1862,1389,"473",0.745972073039742,NA,NA,NA,NA,NA
May 2021,"England","Urgent Suspected Cancer",13263,9697,"3566",0.731131719822061,0.85,"was NOT met",1576.55,"Dec 2015","40th"
Jun 2021,"England","ALL ROUTES",21320,16071,"5249",0.753799249530957,NA,NA,NA,NA,NA
Jun 2021,"England","Consultant Upgrade",4541,3742,"799",0.824047566615283,NA,NA,NA,NA,NA
Jun 2021,"England","Screening",2190,1603,"587",0.731963470319635,NA,NA,NA,NA,NA
Jun 2021,"England","Urgent Suspected Cancer",14589,10726,"3863",0.735211460689561,0.85,"was NOT met",1674.65,"Dec 2015","41st"
Jul 2021,"England","ALL ROUTES",21157,15830,"5327",0.748215720565298,NA,NA,NA,NA,NA
Jul 2021,"England","Consultant Upgrade",4437,3641,"796",0.820599504169484,NA,NA,NA,NA,NA
Jul 2021,"England","Screening",2075,1586,"489",0.76433734939759,NA,NA,NA,NA,NA
Jul 2021,"England","Urgent Suspected Cancer",14645,10603,"4042",0.724001365653807,0.85,"was NOT met",1845.25,"Dec 2015","39th"
Aug 2021,"England","ALL ROUTES",20214,14816,"5398",0.732957356287721,NA,NA,NA,NA,NA
Aug 2021,"England","Consultant Upgrade",4148,3350,"798",0.807618129218901,NA,NA,NA,NA,NA
Aug 2021,"England","Screening",1956,1458,"498",0.745398773006135,NA,NA,NA,NA,NA
Aug 2021,"England","Urgent Suspected Cancer",14110,10008,"4102",0.709284195605953,0.85,"was NOT met",1985.5,"Dec 2015","37th"
Sep 2021,"England","ALL ROUTES",21281,14998,"6283",0.704760114656266,NA,NA,NA,NA,NA
Sep 2021,"England","Consultant Upgrade",4229,3309,"920",0.782454480964767,NA,NA,NA,NA,NA
Sep 2021,"England","Screening",2026,1439,"587",0.710266535044422,NA,NA,NA,NA,NA
Sep 2021,"England","Urgent Suspected Cancer",15026,10250,"4776",0.682150938373486,0.85,"was NOT met",2522.1,"Dec 2015","33rd"
Oct 2021,"England","ALL ROUTES",20067,14111,"5956",0.703194299098022,NA,NA,NA,NA,NA
Oct 2021,"England","Consultant Upgrade",4137,3170,"967",0.76625574087503,NA,NA,NA,NA,NA
Oct 2021,"England","Screening",1995,1464,"531",0.733834586466165,NA,NA,NA,NA,NA
Oct 2021,"England","Urgent Suspected Cancer",13935,9477,"4458",0.680086114101184,0.85,"was NOT met",2367.75,"Dec 2015","32nd"
Nov 2021,"England","ALL ROUTES",21716,15293,"6423",0.704227297844907,NA,NA,NA,NA,NA
Nov 2021,"England","Consultant Upgrade",4395,3468,"927",0.789078498293515,NA,NA,NA,NA,NA
Nov 2021,"England","Screening",2197,1601,"596",0.728720983158853,NA,NA,NA,NA,NA
Nov 2021,"England","Urgent Suspected Cancer",15124,10224,"4900",0.676011637133034,0.85,"was NOT met",2631.4,"Dec 2015","31st"
Dec 2021,"England","ALL ROUTES",20579,14491,"6088",0.704164439477137,NA,NA,NA,NA,NA
Dec 2021,"England","Consultant Upgrade",4180,3308,"872",0.791387559808612,NA,NA,NA,NA,NA
Dec 2021,"England","Screening",2028,1542,"486",0.760355029585799,NA,NA,NA,NA,NA
Dec 2021,"England","Urgent Suspected Cancer",14371,9641,"4730",0.670864936330109,0.85,"was NOT met",2574.35,"Dec 2015","28th"
Jan 2022,"England","ALL ROUTES",20096,13130,"6966",0.653363853503185,NA,NA,NA,NA,NA
Jan 2022,"England","Consultant Upgrade",4134,3145,"989",0.760764392839865,NA,NA,NA,NA,NA
Jan 2022,"England","Screening",2170,1422,"748",0.655299539170507,NA,NA,NA,NA,NA
Jan 2022,"England","Urgent Suspected Cancer",13792,8563,"5229",0.62086716937355,0.85,"was NOT met",3160.2,"Dec 2015","14th"
Feb 2022,"England","ALL ROUTES",19474,12741,"6733",0.654256957995276,NA,NA,NA,NA,NA
Feb 2022,"England","Consultant Upgrade",4044,3078,"966",0.761127596439169,NA,NA,NA,NA,NA
Feb 2022,"England","Screening",1871,1206,"665",0.64457509353287,NA,NA,NA,NA,NA
Feb 2022,"England","Urgent Suspected Cancer",13559,8457,"5102",0.623718563315879,0.85,"was NOT met",3068.15,"Dec 2015","16th"
Mar 2022,"England","ALL ROUTES",22303,15657,"6646",0.702013182083128,NA,NA,NA,NA,NA
Mar 2022,"England","Consultant Upgrade",4570,3530,"1040",0.772428884026258,NA,NA,NA,NA,NA
Mar 2022,"England","Screening",2130,1589,"541",0.746009389671362,NA,NA,NA,NA,NA
Mar 2022,"England","Urgent Suspected Cancer",15603,10538,"5065",0.675382939178363,0.85,"was NOT met",2724.55,"Dec 2015","30th"
Apr 2022,"England","ALL ROUTES",19346,13352,"5994",0.690168510286364,NA,NA,NA,NA,NA
Apr 2022,"England","Consultant Upgrade",3980,3125,"855",0.785175879396985,NA,NA,NA,NA,NA
Apr 2022,"England","Screening",1773,1293,"480",0.72927241962775,NA,NA,NA,NA,NA
Apr 2022,"England","Urgent Suspected Cancer",13593,8934,"4659",0.657250055175458,0.85,"was NOT met",2620.05,"Dec 2015","24th"
May 2022,"England","ALL ROUTES",22563,14767,"7796",0.654478571111997,NA,NA,NA,NA,NA
May 2022,"England","Consultant Upgrade",4753,3604,"1149",0.758257942352199,NA,NA,NA,NA,NA
May 2022,"England","Screening",1980,1364,"616",0.688888888888889,NA,NA,NA,NA,NA
May 2022,"England","Urgent Suspected Cancer",15830,9799,"6031",0.619014529374605,0.85,"was NOT met",3656.5,"Dec 2015","11th"
Jun 2022,"England","ALL ROUTES",20997,13441,"7556",0.640139067485831,NA,NA,NA,NA,NA
Jun 2022,"England","Consultant Upgrade",4517,3376,"1141",0.747398715961922,NA,NA,NA,NA,NA
Jun 2022,"England","Screening",1895,1276,"619",0.67335092348285,NA,NA,NA,NA,NA
Jun 2022,"England","Urgent Suspected Cancer",14585,8789,"5796",0.602605416523826,0.85,"was NOT met",3608.25,"Dec 2015","6th"
Jul 2022,"England","ALL ROUTES",21148,13888,"7260",0.656705125780216,NA,NA,NA,NA,NA
Jul 2022,"England","Consultant Upgrade",4693,3518,"1175",0.749627104197741,NA,NA,NA,NA,NA
Jul 2022,"England","Screening",1940,1365,"575",0.70360824742268,NA,NA,NA,NA,NA
Jul 2022,"England","Urgent Suspected Cancer",14515,9005,"5510",0.620392697209783,0.85,"was NOT met",3332.75,"Dec 2015","13th"
Aug 2022,"England","ALL ROUTES",22460,14658,"7802",0.652626892252894,NA,NA,NA,NA,NA
Aug 2022,"England","Consultant Upgrade",4982,3652,"1330",0.733038940184665,NA,NA,NA,NA,NA
Aug 2022,"England","Screening",1924,1322,"602",0.687110187110187,NA,NA,NA,NA,NA
Aug 2022,"England","Urgent Suspected Cancer",15554,9684,"5870",0.622605117654623,0.85,"was NOT met",3536.9,"Dec 2015","15th"
Sep 2022,"England","ALL ROUTES",22003,14125,"7878",0.641957914829796,NA,NA,NA,NA,NA
Sep 2022,"England","Consultant Upgrade",4809,3551,"1258",0.738407153254315,NA,NA,NA,NA,NA
Sep 2022,"England","Screening",1808,1226,"582",0.678097345132743,NA,NA,NA,NA,NA
Sep 2022,"England","Urgent Suspected Cancer",15386,9348,"6038",0.607565319121279,0.85,"was NOT met",3730.1,"Dec 2015","8th"
Oct 2022,"England","ALL ROUTES",22236,14242,"7994",0.640492894405469,NA,NA,NA,NA,NA
Oct 2022,"England","Consultant Upgrade",4967,3705,"1262",0.745923092409905,NA,NA,NA,NA,NA
Oct 2022,"England","Screening",1822,1227,"595",0.673435784851811,NA,NA,NA,NA,NA
Oct 2022,"England","Urgent Suspected Cancer",15447,9310,"6137",0.602706027060271,0.85,"was NOT met",3819.95,"Dec 2015","7th"
Nov 2022,"England","ALL ROUTES",24042,15638,"8404",0.650445054487979,NA,NA,NA,NA,NA
Nov 2022,"England","Consultant Upgrade",5170,3905,"1265",0.75531914893617,NA,NA,NA,NA,NA
Nov 2022,"England","Screening",2133,1435,"698",0.672761368963901,NA,NA,NA,NA,NA
Nov 2022,"England","Urgent Suspected Cancer",16739,10298,"6441",0.615209988649262,0.85,"was NOT met",3930.15,"Dec 2015","10th"
Dec 2022,"England","ALL ROUTES",20709,13738,"6971",0.663383070162731,NA,NA,NA,NA,NA
Dec 2022,"England","Consultant Upgrade",4497,3485,"1012",0.77496108516789,NA,NA,NA,NA,NA
Dec 2022,"England","Screening",1824,1329,"495",0.728618421052632,NA,NA,NA,NA,NA
Dec 2022,"England","Urgent Suspected Cancer",14388,8924,"5464",0.620239088128996,0.85,"was NOT met",3305.8,"Dec 2015","12th"
Jan 2023,"England","ALL ROUTES",22739,13481,"9258",0.592858085228022,NA,NA,NA,NA,NA
Jan 2023,"England","Consultant Upgrade",5041,3614,"1427",0.716921245784567,NA,NA,NA,NA,NA
Jan 2023,"England","Screening",2032,1291,"741",0.635334645669291,NA,NA,NA,NA,NA
Jan 2023,"England","Urgent Suspected Cancer",15666,8576,"7090",0.547427550108515,0.85,"was NOT met",4740.1,"Dec 2015",""
Feb 2023,"England","ALL ROUTES",20907,13053,"7854",0.624336346678146,NA,NA,NA,NA,NA
Feb 2023,"England","Consultant Upgrade",4864,3581,"1283",0.736225328947368,NA,NA,NA,NA,NA
Feb 2023,"England","Screening",1711,1097,"614",0.64114552893045,NA,NA,NA,NA,NA
Feb 2023,"England","Urgent Suspected Cancer",14332,8375,"5957",0.58435668434273,0.85,"was NOT met",3807.2,"Dec 2015","2nd"
Mar 2023,"England","ALL ROUTES",23954,16164,"7790",0.674793353928363,NA,NA,NA,NA,NA
Mar 2023,"England","Consultant Upgrade",5543,4254,"1289",0.767454447050334,NA,NA,NA,NA,NA
Mar 2023,"England","Screening",1992,1427,"565",0.71636546184739,NA,NA,NA,NA,NA
Mar 2023,"England","Urgent Suspected Cancer",16419,10483,"5936",0.638467628966441,0.85,"was NOT met",3473.15,"Dec 2015","21st"
Apr 2023,"England","ALL ROUTES",19903,12938,"6965",0.65005275586595,NA,NA,NA,NA,NA
Apr 2023,"England","Consultant Upgrade",4601,3439,"1162",0.747446207346229,NA,NA,NA,NA,NA
Apr 2023,"England","Screening",1674,1135,"539",0.678016726403823,NA,NA,NA,NA,NA
Apr 2023,"England","Urgent Suspected Cancer",13628,8364,"5264",0.613736425007338,0.85,"was NOT met",3219.8,"Dec 2015","9th"
May 2023,"England","ALL ROUTES",23351,14645,"8706",0.627168001370391,NA,NA,NA,NA,NA
May 2023,"England","Consultant Upgrade",5592,4104,"1488",0.733905579399142,NA,NA,NA,NA,NA
May 2023,"England","Screening",1891,1171,"720",0.619249074563723,NA,NA,NA,NA,NA
May 2023,"England","Urgent Suspected Cancer",15868,9370,"6498",0.590496596924628,0.85,"was NOT met",4117.8,"Dec 2015","3rd"
Jun 2023,"England","ALL ROUTES",24059,15169,"8890",0.630491707884783,NA,NA,NA,NA,NA
Jun 2023,"England","Consultant Upgrade",5862,4283,"1579",0.730638007505971,NA,NA,NA,NA,NA
Jun 2023,"England","Screening",1879,1171,"708",0.623203831825439,NA,NA,NA,NA,NA
Jun 2023,"England","Urgent Suspected Cancer",16318,9715,"6603",0.595354822894963,0.85,"was NOT met",4155.3,"Dec 2015","4th"
Jul 2023,"England","ALL ROUTES",23040,15113,"7927",0.655946180555556,NA,NA,NA,NA,NA
Jul 2023,"England","Consultant Upgrade",5647,4151,"1496",0.735080573755977,NA,NA,NA,NA,NA
Jul 2023,"England","Screening",1614,1027,"587",0.636307311028501,NA,NA,NA,NA,NA
Jul 2023,"England","Urgent Suspected Cancer",15779,9935,"5844",0.629634324101654,0.85,"was NOT met",3477.15,"Dec 2015","19th"
Aug 2023,"England","ALL ROUTES",23865,15727,"8138",0.658998533417138,NA,NA,NA,NA,NA
Aug 2023,"England","Consultant Upgrade",5761,4294,"1467",0.745356708904704,NA,NA,NA,NA,NA
Aug 2023,"England","Screening",1770,1152,"618",0.650847457627119,NA,NA,NA,NA,NA
Aug 2023,"England","Urgent Suspected Cancer",16334,10281,"6053",0.629423288845353,0.85,"was NOT met",3602.9,"Dec 2015","18th"
Sep 2023,"England","ALL ROUTES",23143,14704.5,"8438",0.635389435022145,NA,NA,NA,NA,NA
Sep 2023,"England","Consultant Upgrade",5741,4248.5,"1492",0.7400923264524,NA,NA,NA,NA,NA
Sep 2023,"England","Screening",1722,1116,"606",0.64808362369338,NA,NA,NA,NA,NA
Sep 2023,"England","Urgent Suspected Cancer",15680,9340,"6340",0.595663265306122,0.85,"was NOT met",3988,"Dec 2015","5th"
Oct 2023,"England","ALL ROUTES",25017,15812.5,"9204",0.632082825335279,0.85,"was NOT met",5451.63395858732,"Dec 2015","20th"
Oct 2023,"England","Breast Symptomatic",121,80,"41",0.661157024793388,NA,NA,NA,NA,NA
Oct 2023,"England","Consultant Upgrade",6752,5093.5,"1658",0.754424942605347,NA,NA,NA,NA,NA
Oct 2023,"England","Screening",1755,1077,"678",0.613675213675214,NA,NA,NA,NA,NA
Oct 2023,"England","Urgent Suspected Cancer",16389,9562,"6827",0.583440112270425,NA,NA,NA,NA,NA
Nov 2023,"England","ALL ROUTES",26939,17645,"9294",0.654998329559375,0.85,"was NOT met",5253.15,"Dec 2015","23rd"
Nov 2023,"England","Breast Symptomatic",121,75,"46",0.619834710743802,NA,NA,NA,NA,NA
Nov 2023,"England","Consultant Upgrade",7530,5910,"1620",0.784860557768924,NA,NA,NA,NA,NA
Nov 2023,"England","Screening",1955,1266,"689",0.647570332480818,NA,NA,NA,NA,NA
Nov 2023,"England","Urgent Suspected Cancer",17333,10394,"6939",0.59966537818035,NA,NA,NA,NA,NA
Dec 2023,"England","ALL ROUTES",22975,15219,"7756",0.662415669205658,0.85,"was NOT met",4309.75000000001,"Dec 2015","26th"
Dec 2023,"England","Breast Symptomatic",120,80,"40",0.666666666666667,NA,NA,NA,NA,NA
Dec 2023,"England","Consultant Upgrade",6600,5208,"1392",0.789090909090909,NA,NA,NA,NA,NA
Dec 2023,"England","Screening",1657,1135,"522",0.684972842486421,NA,NA,NA,NA,NA
Dec 2023,"England","Urgent Suspected Cancer",14598,8796,"5802",0.602548294286889,NA,NA,NA,NA,NA
Jan 2024,"England","ALL ROUTES",27244,17077,"10167",0.626816913815886,0.85,"was NOT met",6080.4,"Dec 2015","17th"
Jan 2024,"England","Breast Symptomatic",114,71,"43",0.62280701754386,NA,NA,NA,NA,NA
Jan 2024,"England","Consultant Upgrade",8201,6191,"2010",0.754907938056335,NA,NA,NA,NA,NA
Jan 2024,"England","Screening",1929,1220,"709",0.632452047693105,NA,NA,NA,NA,NA
Jan 2024,"England","Urgent Suspected Cancer",17000,9595,"7405",0.564411764705882,NA,NA,NA,NA,NA
Feb 2024,"England","ALL ROUTES",25726,16518,"9208",0.64207416621317,0.85,"was NOT met",5349.09999999999,"Dec 2015","22nd"
Feb 2024,"England","Breast Symptomatic",113,75,"38",0.663716814159292,NA,NA,NA,NA,NA
Feb 2024,"England","Consultant Upgrade",8001,6077,"1924",0.759530058742657,NA,NA,NA,NA,NA
Feb 2024,"England","Screening",1734,1056,"678",0.608996539792388,NA,NA,NA,NA,NA
Feb 2024,"England","Urgent Suspected Cancer",15878,9310,"6568",0.586345887391359,NA,NA,NA,NA,NA
Mar 2024,"England","ALL ROUTES",25748,17739,"8009",0.688946714307907,0.85,"was NOT met",4146.80000000001,"Dec 2015","34th"
Mar 2024,"England","Breast Symptomatic",111,84,"27",0.756756756756757,NA,NA,NA,NA,NA
Mar 2024,"England","Consultant Upgrade",7899,6115,"1784",0.774148626408406,NA,NA,NA,NA,NA
Mar 2024,"England","Screening",1676,1201,"475",0.716587112171838,NA,NA,NA,NA,NA
Mar 2024,"England","Urgent Suspected Cancer",16062,10339,"5723",0.64369318889304,NA,NA,NA,NA,NA
Apr 2024,"England","ALL ROUTES",26455,17627,"8828",0.666301266301266,0.85,"was NOT met",4859.75000000001,"Dec 2015","27th"
Apr 2024,"England","Breast Symptomatic",117,83,"34",0.709401709401709,NA,NA,NA,NA,NA
Apr 2024,"England","Consultant Upgrade",8419,6466,"1953",0.768024706022093,NA,NA,NA,NA,NA
Apr 2024,"England","Screening",1831,1216,"615",0.664117968323321,NA,NA,NA,NA,NA
Apr 2024,"England","Urgent Suspected Cancer",16088,9862,"6226",0.613003480855296,NA,NA,NA,NA,NA
May 2024,"England","ALL ROUTES",27321,17974,"9347",0.657882215145859,0.85,"was NOT met",5248.84999999999,"Dec 2015","25th"
May 2024,"England","Breast Symptomatic",132,88,"44",0.666666666666667,NA,NA,NA,NA,NA
May 2024,"England","Consultant Upgrade",8788,6711,"2077",0.763654984069185,NA,NA,NA,NA,NA
May 2024,"England","Screening",1952,1329,"623",0.680840163934426,NA,NA,NA,NA,NA
May 2024,"England","Urgent Suspected Cancer",16449,9846,"6603",0.598577421119825,NA,NA,NA,NA,NA
Jun 2024,"England","ALL ROUTES",25758,17373,"8385",0.674470067551829,0.85,"was NOT met",4521.29999999999,"Dec 2015","29th"
Jun 2024,"England","Breast Symptomatic",117,75,"42",0.641025641025641,NA,NA,NA,NA,NA
Jun 2024,"England","Consultant Upgrade",8200,6403,"1797",0.780853658536585,NA,NA,NA,NA,NA
Jun 2024,"England","Screening",1888,1287,"601",0.681673728813559,NA,NA,NA,NA,NA
Jun 2024,"England","Urgent Suspected Cancer",15553,9608,"5945",0.61775863177522,NA,NA,NA,NA,NA
Apr 2008,"Northern Ireland",NA,188,157,"31",0.835106382978723,0.95,"was NOT met",21.6,NA,"155th"
May 2008,"Northern Ireland",NA,176,153,"23",0.869318181818182,0.95,"was NOT met",14.2,NA,"172nd"
Jun 2008,"Northern Ireland",NA,210,194,"16",0.923809523809524,0.95,"was NOT met",5.5,NA,"190th"
Jul 2008,"Northern Ireland",NA,180,160,"20",0.888888888888889,0.95,"was NOT met",11,NA,"180th"
Aug 2008,"Northern Ireland",NA,165,137,"28",0.83030303030303,0.95,"was NOT met",19.75,NA,"152nd"
Sep 2008,"Northern Ireland",NA,190,165,"25",0.868421052631579,0.95,"was NOT met",15.5,NA,"171st"
Oct 2008,"Northern Ireland",NA,178,156,"22",0.876404494382023,0.95,"was NOT met",13.1,NA,"175th"
Nov 2008,"Northern Ireland",NA,167,153,"14",0.916167664670659,0.95,"was NOT met",5.65000000000001,NA,"188th"
Dec 2008,"Northern Ireland",NA,177,164,"13",0.926553672316384,0.95,"was NOT met",4.15000000000001,NA,"192nd"
Jan 2009,"Northern Ireland",NA,175,149,"26",0.851428571428571,0.95,"was NOT met",17.25,NA,"162nd"
Feb 2009,"Northern Ireland",NA,193,163,"30",0.844559585492228,0.95,"was NOT met",20.35,NA,"160th"
Mar 2009,"Northern Ireland",NA,215,199,"16",0.925581395348837,0.95,"was NOT met",5.25,NA,"191st"
Apr 2009,"Northern Ireland",NA,189,169,"20",0.894179894179894,0.95,"was NOT met",10.55,NA,"182nd"
May 2009,"Northern Ireland",NA,158,137,"21",0.867088607594937,0.95,"was NOT met",13.1,NA,"170th"
Jun 2009,"Northern Ireland",NA,240,212,"28",0.883333333333333,0.95,"was NOT met",16,NA,"178th"
Jul 2009,"Northern Ireland",NA,212,186,"26",0.877358490566038,0.95,"was NOT met",15.4,NA,"176th"
Aug 2009,"Northern Ireland",NA,202,181,"21",0.896039603960396,0.95,"was NOT met",10.9,NA,"183rd"
Sep 2009,"Northern Ireland",NA,243,204,"39",0.839506172839506,0.95,"was NOT met",26.85,NA,"157th"
Oct 2009,"Northern Ireland",NA,193,174,"19",0.901554404145078,0.95,"was NOT met",9.34999999999999,NA,"185th"
Nov 2009,"Northern Ireland",NA,198,175,"23",0.883838383838384,0.95,"was NOT met",13.1,NA,"179th"
Dec 2009,"Northern Ireland",NA,183,165,"18",0.901639344262295,0.95,"was NOT met",8.84999999999999,NA,"186th"
Jan 2010,"Northern Ireland",NA,156,140,"16",0.897435897435897,0.95,"was NOT met",8.19999999999999,NA,"184th"
Feb 2010,"Northern Ireland",NA,180,160,"20",0.888888888888889,0.95,"was NOT met",11,NA,"180th"
Mar 2010,"Northern Ireland",NA,221,204,"17",0.923076923076923,0.95,"was NOT met",5.94999999999999,NA,"189th"
Apr 2010,"Northern Ireland",NA,204,180,"24",0.882352941176471,0.95,"was NOT met",13.8,NA,"177th"
May 2010,"Northern Ireland",NA,208,179,"29",0.860576923076923,0.95,"was NOT met",18.6,NA,"168th"
Jun 2010,"Northern Ireland",NA,239,206,"33",0.861924686192469,0.95,"was NOT met",21.05,NA,"169th"
Jul 2010,"Northern Ireland",NA,213,195,"18",0.915492957746479,0.95,"was NOT met",7.34999999999999,NA,"187th"
Aug 2010,"Northern Ireland",NA,198,161,"37",0.813131313131313,0.95,"was NOT met",27.1,NA,"140th"
Sep 2010,"Northern Ireland",NA,272,233,"39",0.856617647058823,0.95,"was NOT met",25.4,NA,"165th"
Oct 2010,"Northern Ireland",NA,209,179,"30",0.856459330143541,0.95,"was NOT met",19.55,NA,"163rd"
Nov 2010,"Northern Ireland",NA,245,203,"42",0.828571428571429,0.95,"was NOT met",29.75,NA,"149th"
Dec 2010,"Northern Ireland",NA,220,180,"40",0.818181818181818,0.95,"was NOT met",29,NA,"143rd"
Jan 2011,"Northern Ireland",NA,234,201,"33",0.858974358974359,0.95,"was NOT met",21.3,NA,"167th"
Feb 2011,"Northern Ireland",NA,204,157,"47",0.769607843137255,0.95,"was NOT met",36.8,NA,"119th"
Mar 2011,"Northern Ireland",NA,240,196,"44",0.816666666666667,0.95,"was NOT met",32,NA,"141st"
Apr 2011,"Northern Ireland",NA,199,163,"36",0.819095477386935,0.95,"was NOT met",26.05,NA,"144th"
May 2011,"Northern Ireland",NA,216,172,"44",0.796296296296296,0.95,"was NOT met",33.2,NA,"130th"
Jun 2011,"Northern Ireland",NA,288,238,"50",0.826388888888889,0.95,"was NOT met",35.6,NA,"148th"
Jul 2011,"Northern Ireland",NA,218,172,"46",0.788990825688073,0.95,"was NOT met",35.1,NA,"125th"
Aug 2011,"Northern Ireland",NA,252,209,"43",0.829365079365079,0.95,"was NOT met",30.4,NA,"150th"
Sep 2011,"Northern Ireland",NA,265,220,"45",0.830188679245283,0.95,"was NOT met",31.75,NA,"151st"
Oct 2011,"Northern Ireland",NA,250,201,"49",0.804,0.95,"was NOT met",36.5,NA,"134th"
Nov 2011,"Northern Ireland",NA,280,236,"44",0.842857142857143,0.95,"was NOT met",30,NA,"158th"
Dec 2011,"Northern Ireland",NA,252,210,"42",0.833333333333333,0.95,"was NOT met",29.4,NA,"154th"
Jan 2012,"Northern Ireland",NA,261,212,"49",0.812260536398467,0.95,"was NOT met",35.95,NA,"139th"
Feb 2012,"Northern Ireland",NA,254,187,"67",0.736220472440945,0.95,"was NOT met",54.3,NA,"113th"
Mar 2012,"Northern Ireland",NA,283,239,"44",0.84452296819788,0.95,"was NOT met",29.85,NA,"159th"
Apr 2012,"Northern Ireland",NA,234,186,"48",0.794871794871795,0.95,"was NOT met",36.3,NA,"129th"
May 2012,"Northern Ireland",NA,294,238,"56",0.80952380952381,0.95,"was NOT met",41.3,NA,"136th"
Jun 2012,"Northern Ireland",NA,227,186,"41",0.819383259911894,0.95,"was NOT met",29.65,NA,"145th"
Jul 2012,"Northern Ireland",NA,258,208,"50",0.806201550387597,0.95,"was NOT met",37.1,NA,"135th"
Aug 2012,"Northern Ireland",NA,256,203,"53",0.79296875,0.95,"was NOT met",40.2,NA,"128th"
Sep 2012,"Northern Ireland",NA,255,204,"51",0.8,0.95,"was NOT met",38.25,NA,"132nd"
Oct 2012,"Northern Ireland",NA,305,245,"60",0.80327868852459,0.95,"was NOT met",44.75,NA,"133rd"
Nov 2012,"Northern Ireland",NA,279,226,"53",0.810035842293907,0.95,"was NOT met",39.05,NA,"137th"
Dec 2012,"Northern Ireland",NA,225,196,"29",0.871111111111111,0.95,"was NOT met",17.75,NA,"174th"
Jan 2013,"Northern Ireland",NA,301,252,"49",0.837209302325581,0.95,"was NOT met",33.95,NA,"156th"
Feb 2013,"Northern Ireland",NA,266,212,"54",0.796992481203007,0.95,"was NOT met",40.7,NA,"131st"
Mar 2013,"Northern Ireland",NA,268,233,"35",0.869402985074627,0.95,"was NOT met",21.6,NA,"173rd"
Apr 2013,"Northern Ireland",NA,227,184,"43",0.81057268722467,0.95,"was NOT met",31.65,NA,"138th"
May 2013,"Northern Ireland",NA,265,227,"38",0.856603773584906,0.95,"was NOT met",24.75,NA,"164th"
Jun 2013,"Northern Ireland",NA,277,228,"49",0.823104693140794,0.95,"was NOT met",35.15,NA,"147th"
Jul 2013,"Northern Ireland",NA,294,249,"45",0.846938775510204,0.95,"was NOT met",30.3,NA,"161st"
Aug 2013,"Northern Ireland",NA,283,235,"48",0.830388692579505,0.95,"was NOT met",33.85,NA,"153rd"
Sep 2013,"Northern Ireland",NA,304,250,"54",0.822368421052632,0.95,"was NOT met",38.8,NA,"146th"
Oct 2013,"Northern Ireland",NA,347,269,"78",0.77521613832853,0.95,"was NOT met",60.65,NA,"122nd"
Nov 2013,"Northern Ireland",NA,266,228,"38",0.857142857142857,0.95,"was NOT met",24.7,NA,"166th"
Dec 2013,"Northern Ireland",NA,279,228,"51",0.817204301075269,0.95,"was NOT met",37.05,NA,"142nd"
Jan 2014,"Northern Ireland",NA,302,237,"65",0.78476821192053,0.95,"was NOT met",49.9,NA,"124th"
Feb 2014,"Northern Ireland",NA,258,204,"54",0.790697674418605,0.95,"was NOT met",41.1,NA,"127th"
Mar 2014,"Northern Ireland",NA,277,219,"58",0.790613718411552,0.95,"was NOT met",44.15,NA,"126th"
