"Date","Country","Factor","RefRoute","Count","WithinTarget","OutsideTarget","PercentWithinTarget","Standard","StandardHit","AdditionalPatients","TargetLastMet","rank"
Feb 2024,"England","Other","ALL ROUTES",6147,4038,"2109",0.656905807711079,0.85,"was NOT met",1186.95,"Mar 2012","41st"
Feb 2024,"England","Other","Breast Symptomatic",3,1,"2",0.333333333333333,NA,NA,NA,NA,NA
Feb 2024,"England","Other","Consultant Upgrade",2868,2361,"507",0.823221757322176,NA,NA,NA,NA,NA
Feb 2024,"England","Other","Screening",42,31,"11",0.738095238095238,NA,NA,NA,NA,NA
Feb 2024,"England","Other","Urgent Suspected Cancer",3234,1645,"1589",0.508658008658009,NA,NA,NA,NA,NA
Mar 2024,"England","Other","ALL ROUTES",6089,4165,"1924",0.684020364591887,0.85,"was NOT met",1010.65,"Mar 2012","54th"
Mar 2024,"England","Other","Breast Symptomatic",1,0,"1",0,NA,NA,NA,NA,NA
Mar 2024,"England","Other","Consultant Upgrade",2833,2352,"481",0.830215319449347,NA,NA,NA,NA,NA
Mar 2024,"England","Other","Screening",53,43,"10",0.811320754716981,NA,NA,NA,NA,NA
Mar 2024,"England","Other","Urgent Suspected Cancer",3202,1770,"1432",0.552779512804497,NA,NA,NA,NA,NA
Apr 2024,"England","Other","ALL ROUTES",6244,4141,"2103",0.66319666880205,0.85,"was NOT met",1166.4,"Mar 2012","46th"
Apr 2024,"England","Other","Breast Symptomatic",4,2,"2",0.5,NA,NA,NA,NA,NA
Apr 2024,"England","Other","Consultant Upgrade",3088,2528,"560",0.818652849740933,NA,NA,NA,NA,NA
Apr 2024,"England","Other","Screening",45,36,"9",0.8,NA,NA,NA,NA,NA
Apr 2024,"England","Other","Urgent Suspected Cancer",3107,1575,"1532",0.506919858384294,NA,NA,NA,NA,NA
May 2024,"England","Other","ALL ROUTES",6655,4361,"2294",0.655296769346356,0.85,"was NOT met",1295.75,"Mar 2012","40th"
May 2024,"England","Other","Breast Symptomatic",1,0,"1",0,NA,NA,NA,NA,NA
May 2024,"England","Other","Consultant Upgrade",3218,2632,"586",0.817899316345556,NA,NA,NA,NA,NA
May 2024,"England","Other","Screening",47,36,"11",0.765957446808511,NA,NA,NA,NA,NA
May 2024,"England","Other","Urgent Suspected Cancer",3389,1693,"1696",0.499557391560932,NA,NA,NA,NA,NA
Jun 2024,"England","Other","ALL ROUTES",6248,4272,"1976",0.683738796414853,0.85,"was NOT met",1038.8,"Mar 2012","53rd"
Jun 2024,"England","Other","Breast Symptomatic",1,0,"1",0,NA,NA,NA,NA,NA
Jun 2024,"England","Other","Consultant Upgrade",3047,2552,"495",0.837545126353791,NA,NA,NA,NA,NA
Jun 2024,"England","Other","Screening",57,43,"14",0.754385964912281,NA,NA,NA,NA,NA
Jun 2024,"England","Other","Urgent Suspected Cancer",3143,1677,"1466",0.533566656061088,NA,NA,NA,NA,NA
Jul 2024,"England","Other","ALL ROUTES",7096,4754,"2342",0.669954904171364,0.85,"was NOT met",1277.6,"Mar 2012","49th"
Jul 2024,"England","Other","Breast Symptomatic",6,3,"3",0.5,NA,NA,NA,NA,NA
Jul 2024,"England","Other","Consultant Upgrade",3444,2826,"618",0.820557491289199,NA,NA,NA,NA,NA
Jul 2024,"England","Other","Screening",61,45,"16",0.737704918032787,NA,NA,NA,NA,NA
Jul 2024,"England","Other","Urgent Suspected Cancer",3585,1880,"1705",0.524407252440725,NA,NA,NA,NA,NA
Aug 2024,"England","Other","ALL ROUTES",6414,4392,"2022",0.684752104770814,0.85,"was NOT met",1059.9,"Mar 2012","55th"
Aug 2024,"England","Other","Breast Symptomatic",3,1,"2",0.333333333333333,NA,NA,NA,NA,NA
Aug 2024,"England","Other","Consultant Upgrade",3199,2640,"559",0.825257893091591,NA,NA,NA,NA,NA
Aug 2024,"England","Other","Screening",64,43,"21",0.671875,NA,NA,NA,NA,NA
Aug 2024,"England","Other","Urgent Suspected Cancer",3148,1708,"1440",0.542566709021601,NA,NA,NA,NA,NA
Sep 2024,"England","Other","ALL ROUTES",6553,4384,"2169",0.669006561880055,0.85,"was NOT met",1186.05,"Mar 2012","48th"
Sep 2024,"England","Other","Breast Symptomatic",6,4,"2",0.666666666666667,NA,NA,NA,NA,NA
Sep 2024,"England","Other","Consultant Upgrade",3269,2693,"576",0.823799327011318,NA,NA,NA,NA,NA
Sep 2024,"England","Other","Screening",50,35,"15",0.7,NA,NA,NA,NA,NA
Sep 2024,"England","Other","Urgent Suspected Cancer",3228,1652,"1576",0.51177199504337,NA,NA,NA,NA,NA
Oct 2023,"England","Other (new grouping)","ALL ROUTES",601,438.5,"162",0.73022481265612,0.85,"was NOT met",71.9848875936719,NA,""
Oct 2023,"England","Other (new grouping)","Breast Symptomatic",1,1,"0",1,NA,NA,NA,NA,NA
Oct 2023,"England","Other (new grouping)","Consultant Upgrade",349,309.5,"39",0.888091822094692,NA,NA,NA,NA,NA
Oct 2023,"England","Other (new grouping)","Screening",2,0,"2",0,NA,NA,NA,NA,NA
Oct 2023,"England","Other (new grouping)","Urgent Suspected Cancer",249,128,"121",0.514056224899598,NA,NA,NA,NA,NA
Nov 2023,"England","Other (new grouping)","ALL ROUTES",685,503,"182",0.734306569343066,0.85,"was NOT met",79.25,NA,"2nd"
Nov 2023,"England","Other (new grouping)","Consultant Upgrade",431,378,"53",0.877030162412993,NA,NA,NA,NA,NA
Nov 2023,"England","Other (new grouping)","Screening",2,1,"1",0.5,NA,NA,NA,NA,NA
Nov 2023,"England","Other (new grouping)","Urgent Suspected Cancer",252,124,"128",0.492063492063492,NA,NA,NA,NA,NA
Dec 2023,"England","Other (new grouping)","ALL ROUTES",620,465,"155",0.75,0.85,"was NOT met",62,NA,"4th"
Dec 2023,"England","Other (new grouping)","Consultant Upgrade",370,329,"41",0.889189189189189,NA,NA,NA,NA,NA
Dec 2023,"England","Other (new grouping)","Urgent Suspected Cancer",250,136,"114",0.544,NA,NA,NA,NA,NA
Jan 2024,"England","Other (new grouping)","ALL ROUTES",719,538,"181",0.748261474269819,0.85,"was NOT met",73.15,NA,"3rd"
Jan 2024,"England","Other (new grouping)","Breast Symptomatic",1,0,"1",0,NA,NA,NA,NA,NA
Jan 2024,"England","Other (new grouping)","Consultant Upgrade",464,414,"50",0.892241379310345,NA,NA,NA,NA,NA
Jan 2024,"England","Other (new grouping)","Screening",2,0,"2",0,NA,NA,NA,NA,NA
Jan 2024,"England","Other (new grouping)","Urgent Suspected Cancer",252,124,"128",0.492063492063492,NA,NA,NA,NA,NA
Feb 2024,"England","Other (new grouping)","ALL ROUTES",715,576,"139",0.805594405594406,0.85,"was NOT met",31.7499999999999,NA,"12th"
Feb 2024,"England","Other (new grouping)","Breast Symptomatic",1,0,"1",0,NA,NA,NA,NA,NA
Feb 2024,"England","Other (new grouping)","Consultant Upgrade",456,419,"37",0.918859649122807,NA,NA,NA,NA,NA
Feb 2024,"England","Other (new grouping)","Urgent Suspected Cancer",258,157,"101",0.608527131782946,NA,NA,NA,NA,NA
Mar 2024,"England","Other (new grouping)","ALL ROUTES",701,532,"169",0.758915834522111,0.85,"was NOT met",63.85,NA,"5th"
Mar 2024,"England","Other (new grouping)","Breast Symptomatic",1,0,"1",0,NA,NA,NA,NA,NA
Mar 2024,"England","Other (new grouping)","Consultant Upgrade",463,407,"56",0.879049676025918,NA,NA,NA,NA,NA
Mar 2024,"England","Other (new grouping)","Screening",1,1,"0",1,NA,NA,NA,NA,NA
Mar 2024,"England","Other (new grouping)","Urgent Suspected Cancer",236,124,"112",0.525423728813559,NA,NA,NA,NA,NA
Apr 2024,"England","Other (new grouping)","ALL ROUTES",791,607,"184",0.767383059418458,0.85,"was NOT met",65.35,NA,"9th"
Apr 2024,"England","Other (new grouping)","Breast Symptomatic",1,1,"0",1,NA,NA,NA,NA,NA
Apr 2024,"England","Other (new grouping)","Consultant Upgrade",538,474,"64",0.881040892193309,NA,NA,NA,NA,NA
Apr 2024,"England","Other (new grouping)","Screening",1,0,"1",0,NA,NA,NA,NA,NA
Apr 2024,"England","Other (new grouping)","Urgent Suspected Cancer",251,132,"119",0.525896414342629,NA,NA,NA,NA,NA
May 2024,"England","Other (new grouping)","ALL ROUTES",809,614,"195",0.758961681087763,0.85,"was NOT met",73.65,NA,"6th"
May 2024,"England","Other (new grouping)","Consultant Upgrade",550,481,"69",0.874545454545455,NA,NA,NA,NA,NA
May 2024,"England","Other (new grouping)","Screening",1,0,"1",0,NA,NA,NA,NA,NA
May 2024,"England","Other (new grouping)","Urgent Suspected Cancer",258,133,"125",0.515503875968992,NA,NA,NA,NA,NA
Jun 2024,"England","Other (new grouping)","ALL ROUTES",766,607,"159",0.79242819843342,0.85,"was NOT met",44.1,NA,"11th"
Jun 2024,"England","Other (new grouping)","Breast Symptomatic",1,0,"1",0,NA,NA,NA,NA,NA
Jun 2024,"England","Other (new grouping)","Consultant Upgrade",520,460,"60",0.884615384615385,NA,NA,NA,NA,NA
Jun 2024,"England","Other (new grouping)","Screening",3,2,"1",0.666666666666667,NA,NA,NA,NA,NA
Jun 2024,"England","Other (new grouping)","Urgent Suspected Cancer",242,145,"97",0.599173553719008,NA,NA,NA,NA,NA
Jul 2024,"England","Other (new grouping)","ALL ROUTES",888,695,"193",0.782657657657658,0.85,"was NOT met",59.7999999999999,NA,"10th"
Jul 2024,"England","Other (new grouping)","Breast Symptomatic",1,0,"1",0,NA,NA,NA,NA,NA
Jul 2024,"England","Other (new grouping)","Consultant Upgrade",614,543,"71",0.884364820846905,NA,NA,NA,NA,NA
Jul 2024,"England","Other (new grouping)","Screening",4,1,"3",0.25,NA,NA,NA,NA,NA
Jul 2024,"England","Other (new grouping)","Urgent Suspected Cancer",269,151,"118",0.561338289962825,NA,NA,NA,NA,NA
Aug 2024,"England","Other (new grouping)","ALL ROUTES",727,556,"171",0.764786795048143,0.85,"was NOT met",61.95,NA,"8th"
Aug 2024,"England","Other (new grouping)","Breast Symptomatic",2,0,"2",0,NA,NA,NA,NA,NA
Aug 2024,"England","Other (new grouping)","Consultant Upgrade",497,441,"56",0.887323943661972,NA,NA,NA,NA,NA
Aug 2024,"England","Other (new grouping)","Screening",3,0,"3",0,NA,NA,NA,NA,NA
Aug 2024,"England","Other (new grouping)","Urgent Suspected Cancer",225,115,"110",0.511111111111111,NA,NA,NA,NA,NA
Sep 2024,"England","Other (new grouping)","ALL ROUTES",805,612,"193",0.760248447204969,0.85,"was NOT met",72.25,NA,"7th"
Sep 2024,"England","Other (new grouping)","Breast Symptomatic",2,2,"0",1,NA,NA,NA,NA,NA
Sep 2024,"England","Other (new grouping)","Consultant Upgrade",540,479,"61",0.887037037037037,NA,NA,NA,NA,NA
Sep 2024,"England","Other (new grouping)","Screening",1,1,"0",1,NA,NA,NA,NA,NA
Sep 2024,"England","Other (new grouping)","Urgent Suspected Cancer",262,130,"132",0.49618320610687,NA,NA,NA,NA,NA
Oct 2023,"England","Prostate","ALL ROUTES",3856,2216,"1640",0.574688796680498,0.85,"was NOT met",1061.6,NA,"4th"
Oct 2023,"England","Prostate","Consultant Upgrade",574,470,"104",0.818815331010453,NA,NA,NA,NA,NA
Oct 2023,"England","Prostate","Screening",2,1,"1",0.5,NA,NA,NA,NA,NA
Oct 2023,"England","Prostate","Urgent Suspected Cancer",3280,1745,"1535",0.532012195121951,NA,NA,NA,NA,NA
Nov 2023,"England","Prostate","ALL ROUTES",4550,2755,"1795",0.605494505494505,0.85,"was NOT met",1112.5,NA,"9th"
Nov 2023,"England","Prostate","Consultant Upgrade",730,624,"106",0.854794520547945,NA,NA,NA,NA,NA
Nov 2023,"England","Prostate","Urgent Suspected Cancer",3820,2131,"1689",0.557853403141361,NA,NA,NA,NA,NA
Dec 2023,"England","Prostate","ALL ROUTES",3898,2341,"1557",0.600564391995895,0.85,"was NOT met",972.3,NA,"6th"
Dec 2023,"England","Prostate","Consultant Upgrade",621,515,"106",0.829307568438003,NA,NA,NA,NA,NA
Dec 2023,"England","Prostate","Urgent Suspected Cancer",3277,1826,"1451",0.55721696673787,NA,NA,NA,NA,NA
Jan 2024,"England","Prostate","ALL ROUTES",4697,2529,"2168",0.538428784330424,0.85,"was NOT met",1463.45,NA,"2nd"
Jan 2024,"England","Prostate","Consultant Upgrade",787,640,"147",0.813214739517154,NA,NA,NA,NA,NA
Jan 2024,"England","Prostate","Urgent Suspected Cancer",3910,1889,"2021",0.483120204603581,NA,NA,NA,NA,NA
Feb 2024,"England","Prostate","ALL ROUTES",4456,2364,"2092",0.530520646319569,0.85,"was NOT met",1423.6,NA,""
Feb 2024,"England","Prostate","Consultant Upgrade",781,625,"156",0.800256081946223,NA,NA,NA,NA,NA
Feb 2024,"England","Prostate","Urgent Suspected Cancer",3675,1739,"1936",0.473197278911565,NA,NA,NA,NA,NA
Mar 2024,"England","Prostate","ALL ROUTES",4625,2804,"1821",0.60627027027027,0.85,"was NOT met",1127.25,NA,"10th"
Mar 2024,"England","Prostate","Consultant Upgrade",795,650,"145",0.817610062893082,NA,NA,NA,NA,NA
Mar 2024,"England","Prostate","Urgent Suspected Cancer",3830,2154,"1676",0.562402088772846,NA,NA,NA,NA,NA
Apr 2024,"England","Prostate","ALL ROUTES",4523,2725,"1798",0.60247623258899,0.85,"was NOT met",1119.55,NA,"8th"
Apr 2024,"England","Prostate","Consultant Upgrade",801,672,"129",0.838951310861423,NA,NA,NA,NA,NA
Apr 2024,"England","Prostate","Urgent Suspected Cancer",3722,2053,"1669",0.551585169263837,NA,NA,NA,NA,NA
May 2024,"England","Prostate","ALL ROUTES",4658,2706,"1952",0.580936024044654,0.85,"was NOT met",1253.3,NA,"5th"
May 2024,"England","Prostate","Consultant Upgrade",822,681,"141",0.828467153284672,NA,NA,NA,NA,NA
May 2024,"England","Prostate","Urgent Suspected Cancer",3836,2025,"1811",0.527893639207508,NA,NA,NA,NA,NA
Jun 2024,"England","Prostate","ALL ROUTES",4362,2471,"1891",0.566483264557542,0.85,"was NOT met",1236.7,NA,"3rd"
Jun 2024,"England","Prostate","Consultant Upgrade",772,640,"132",0.829015544041451,NA,NA,NA,NA,NA
Jun 2024,"England","Prostate","Urgent Suspected Cancer",3590,1831,"1759",0.510027855153203,NA,NA,NA,NA,NA
Jul 2024,"England","Prostate","ALL ROUTES",4680,2816,"1864",0.601709401709402,0.85,"was NOT met",1162,NA,"7th"
Jul 2024,"England","Prostate","Consultant Upgrade",884,749,"135",0.847285067873303,NA,NA,NA,NA,NA
Jul 2024,"England","Prostate","Screening",1,0,"1",0,NA,NA,NA,NA,NA
Jul 2024,"England","Prostate","Urgent Suspected Cancer",3795,2067,"1728",0.544664031620553,NA,NA,NA,NA,NA
Aug 2024,"England","Prostate","ALL ROUTES",4056,2596,"1460",0.640039447731755,0.85,"was NOT met",851.6,NA,"12th"
Aug 2024,"England","Prostate","Consultant Upgrade",833,716,"117",0.859543817527011,NA,NA,NA,NA,NA
Aug 2024,"England","Prostate","Urgent Suspected Cancer",3223,1880,"1343",0.58330747750543,NA,NA,NA,NA,NA
Sep 2024,"England","Prostate","ALL ROUTES",4110,2597,"1513",0.631873479318735,0.85,"was NOT met",896.5,NA,"11th"
Sep 2024,"England","Prostate","Consultant Upgrade",840,721,"119",0.858333333333333,NA,NA,NA,NA,NA
Sep 2024,"England","Prostate","Urgent Suspected Cancer",3270,1876,"1394",0.573700305810398,NA,NA,NA,NA,NA
Oct 2009,"England","Skin","Urgent Suspected Cancer",1088,1050,"38",0.965073529411765,0.85,"was met",0,NA,"132nd"
Nov 2009,"England","Skin","Urgent Suspected Cancer",1093,1063,"30",0.972552607502287,0.85,"was met",0,"Oct 2009","161st"
Dec 2009,"England","Skin","Urgent Suspected Cancer",1090,1054,"36",0.96697247706422,0.85,"was met",0,"Nov 2009","137th"
Jan 2010,"England","Skin","Urgent Suspected Cancer",885,849,"36",0.959322033898305,0.85,"was met",0,"Dec 2009","115th"
Feb 2010,"England","Skin","Urgent Suspected Cancer",971,931,"40",0.958805355303811,0.85,"was met",0,"Jan 2010","112th"
Mar 2010,"England","Skin","Urgent Suspected Cancer",1253,1224,"29",0.976855546687949,0.85,"was met",0,"Feb 2010","172nd"
Apr 2010,"England","Skin","Urgent Suspected Cancer",1153,1119,"34",0.970511708586297,0.85,"was met",0,"Mar 2010","150th"
May 2010,"England","Skin","Urgent Suspected Cancer",1118,1082,"36",0.967799642218247,0.85,"was met",0,"Apr 2010","140th"
Jun 2010,"England","Skin","Urgent Suspected Cancer",1330,1290,"40",0.969924812030075,0.85,"was met",0,"May 2010","147th"
Jul 2010,"England","Skin","Urgent Suspected Cancer",1430,1389,"41",0.971328671328671,0.85,"was met",0,"Jun 2010","154th"
Aug 2010,"England","Skin","Urgent Suspected Cancer",1438,1397,"41",0.971488178025035,0.85,"was met",0,"Jul 2010","157th"
Sep 2010,"England","Skin","Urgent Suspected Cancer",1454,1404,"50",0.965612104539202,0.85,"was met",0,"Aug 2010","134th"
Oct 2010,"England","Skin","Urgent Suspected Cancer",1216,1174,"42",0.965460526315789,0.85,"was met",0,"Sep 2010","133rd"
Nov 2010,"England","Skin","Urgent Suspected Cancer",1295,1240,"55",0.957528957528958,0.85,"was met",0,"Oct 2010","108th"
Dec 2010,"England","Skin","Urgent Suspected Cancer",1141,1108,"33",0.971078001752848,0.85,"was met",0,"Nov 2010","152nd"
Jan 2011,"England","Skin","Urgent Suspected Cancer",1064,1026,"38",0.964285714285714,0.85,"was met",0,"Dec 2010","129th"
Feb 2011,"England","Skin","Urgent Suspected Cancer",1068,1039,"29",0.972846441947566,0.85,"was met",0,"Jan 2011","162nd"
Mar 2011,"England","Skin","Urgent Suspected Cancer",1347,1309,"38",0.971789161098738,0.85,"was met",0,"Feb 2011","158th"
Apr 2011,"England","Skin","Urgent Suspected Cancer",1213,1176,"37",0.969497114591921,0.85,"was met",0,"Mar 2011","145th"
May 2011,"England","Skin","Urgent Suspected Cancer",1328,1290,"38",0.971385542168675,0.85,"was met",0,"Apr 2011","156th"
Jun 2011,"England","Skin","Urgent Suspected Cancer",1604,1559,"45",0.971945137157107,0.85,"was met",0,"May 2011","160th"
Jul 2011,"England","Skin","Urgent Suspected Cancer",1462,1425,"37",0.97469220246238,0.85,"was met",0,"Jun 2011","166th"
Aug 2011,"England","Skin","Urgent Suspected Cancer",1627,1585,"42",0.974185617701291,0.85,"was met",0,"Jul 2011","165th"
Sep 2011,"England","Skin","Urgent Suspected Cancer",1544,1489,"55",0.964378238341969,0.85,"was met",0,"Aug 2011","130th"
Oct 2011,"England","Skin","Urgent Suspected Cancer",1376,1342,"34",0.975290697674419,0.85,"was met",0,"Sep 2011","168th"
Nov 2011,"England","Skin","Urgent Suspected Cancer",1436,1404,"32",0.977715877437326,0.85,"was met",0,"Oct 2011","176th"
Dec 2011,"England","Skin","Urgent Suspected Cancer",1345,1320,"25",0.981412639405205,0.85,"was met",0,"Nov 2011","179th"
Jan 2012,"England","Skin","Urgent Suspected Cancer",1332,1291,"41",0.969219219219219,0.85,"was met",0,"Dec 2011","144th"
Feb 2012,"England","Skin","Urgent Suspected Cancer",1254,1210,"44",0.964912280701754,0.85,"was met",0,"Jan 2012","131st"
Mar 2012,"England","Skin","Urgent Suspected Cancer",1387,1361,"26",0.981254506128335,0.85,"was met",0,"Feb 2012","178th"
Apr 2012,"England","Skin","Urgent Suspected Cancer",1372,1341,"31",0.977405247813411,0.85,"was met",0,"Mar 2012","173rd"
May 2012,"England","Skin","Urgent Suspected Cancer",1593,1561,"32",0.979912115505336,0.85,"was met",0,"Apr 2012","177th"
Jun 2012,"England","Skin","Urgent Suspected Cancer",1351,1319,"32",0.976313841598816,0.85,"was met",0,"May 2012","171st"
Jul 2012,"England","Skin","Urgent Suspected Cancer",1639,1602,"37",0.977425259304454,0.85,"was met",0,"Jun 2012","174th"
Aug 2012,"England","Skin","Urgent Suspected Cancer",1751,1721,"30",0.982866933181039,0.85,"was met",0,"Jul 2012","180th"
Sep 2012,"England","Skin","Urgent Suspected Cancer",1568,1529,"39",0.975127551020408,0.85,"was met",0,"Aug 2012","167th"
Oct 2012,"England","Skin","Urgent Suspected Cancer",1753,1701,"52",0.970336565887051,0.85,"was met",0,"Sep 2012","148th"
Nov 2012,"England","Skin","Urgent Suspected Cancer",1596,1545,"51",0.968045112781955,0.85,"was met",0,"Oct 2012","142nd"
Dec 2012,"England","Skin","Urgent Suspected Cancer",1503,1466,"37",0.975382568196939,0.85,"was met",0,"Nov 2012","169th"
Jan 2013,"England","Skin","Urgent Suspected Cancer",1417,1353,"64",0.954834156669019,0.85,"was met",0,"Dec 2012","96th"
Feb 2013,"England","Skin","Urgent Suspected Cancer",1337,1298,"39",0.970830216903515,0.85,"was met",0,"Jan 2013","151st"
Mar 2013,"England","Skin","Urgent Suspected Cancer",1410,1373,"37",0.973758865248227,0.85,"was met",0,"Feb 2013","164th"
Apr 2013,"England","Skin","Urgent Suspected Cancer",1510,1470,"40",0.973509933774834,0.85,"was met",0,"Mar 2013","163rd"
May 2013,"England","Skin","Urgent Suspected Cancer",1605,1559,"46",0.971339563862928,0.85,"was met",0,"Apr 2013","155th"
Jun 2013,"England","Skin","Urgent Suspected Cancer",1604,1565,"39",0.97568578553616,0.85,"was met",0,"May 2013","170th"
Jul 2013,"England","Skin","Urgent Suspected Cancer",1937,1878,"59",0.969540526587506,0.85,"was met",0,"Jun 2013","146th"
Aug 2013,"England","Skin","Urgent Suspected Cancer",1910,1867,"43",0.977486910994764,0.85,"was met",0,"Jul 2013","175th"
Sep 2013,"England","Skin","Urgent Suspected Cancer",1878,1824,"54",0.971246006389776,0.85,"was met",0,"Aug 2013","153rd"
Oct 2013,"England","Skin","Urgent Suspected Cancer",1882,1803,"79",0.958023379383634,0.85,"was met",0,"Sep 2013","109th"
Nov 2013,"England","Skin","Urgent Suspected Cancer",1685,1615,"70",0.958456973293769,0.85,"was met",0,"Oct 2013","110th"
Dec 2013,"England","Skin","Urgent Suspected Cancer",1668,1599,"69",0.95863309352518,0.85,"was met",0,"Nov 2013","111th"
Jan 2014,"England","Skin","Urgent Suspected Cancer",1649,1588,"61",0.963007883565797,0.85,"was met",0,"Dec 2013","126th"
Feb 2014,"England","Skin","Urgent Suspected Cancer",1451,1389,"62",0.957270847691247,0.85,"was met",0,"Jan 2014","106th"
Mar 2014,"England","Skin","Urgent Suspected Cancer",1644,1590,"54",0.967153284671533,0.85,"was met",0,"Feb 2014","138th"
Apr 2014,"England","Skin","Urgent Suspected Cancer",1677,1608,"69",0.958855098389982,0.85,"was met",0,"Mar 2014","113th"
May 2014,"England","Skin","Urgent Suspected Cancer",1722,1671,"51",0.970383275261324,0.85,"was met",0,"Apr 2014","149th"
Jun 2014,"England","Skin","Urgent Suspected Cancer",1986,1918,"68",0.965760322255791,0.85,"was met",0,"May 2014","135th"
Jul 2014,"England","Skin","Urgent Suspected Cancer",2193,2119,"74",0.96625626994984,0.85,"was met",0,"Jun 2014","136th"
Aug 2014,"England","Skin","Urgent Suspected Cancer",1979,1906,"73",0.96311268317332,0.85,"was met",0,"Jul 2014","127th"
Sep 2014,"England","Skin","Urgent Suspected Cancer",2027,1909,"118",0.94178589047854,0.85,"was met",0,"Aug 2014","64th"
Oct 2014,"England","Skin","Urgent Suspected Cancer",2019,1898,"121",0.940069341258049,0.85,"was met",0,"Sep 2014","62nd"
Nov 2014,"England","Skin","Urgent Suspected Cancer",1910,1812,"98",0.94869109947644,0.85,"was met",0,"Oct 2014","79th"
Dec 2014,"England","Skin","Urgent Suspected Cancer",1936,1844,"92",0.952479338842975,0.85,"was met",0,"Nov 2014","88th"
Jan 2015,"England","Skin","Urgent Suspected Cancer",1674,1570,"104",0.937873357228196,0.85,"was met",0,"Dec 2014","59th"
Feb 2015,"England","Skin","Urgent Suspected Cancer",1598,1507,"91",0.943053817271589,0.85,"was met",0,"Jan 2015","67th"
Mar 2015,"England","Skin","Urgent Suspected Cancer",1999,1923,"76",0.961980990495248,0.85,"was met",0,"Feb 2015","123rd"
Apr 2015,"England","Skin","Urgent Suspected Cancer",1951,1872,"79",0.959507944643772,0.85,"was met",0,"Mar 2015","116th"
May 2015,"England","Skin","Urgent Suspected Cancer",1949,1865,"84",0.956900974858902,0.85,"was met",0,"Apr 2015","104th"
Jun 2015,"England","Skin","Urgent Suspected Cancer",2240,2135,"105",0.953125,0.85,"was met",0,"May 2015","90th"
Jul 2015,"England","Skin","Urgent Suspected Cancer",2344,2238,"106",0.954778156996587,0.85,"was met",0,"Jun 2015","94th"
Aug 2015,"England","Skin","Urgent Suspected Cancer",2092,2009,"83",0.960325047801147,0.85,"was met",0,"Jul 2015","118th"
Sep 2015,"England","Skin","Urgent Suspected Cancer",2222,2102,"120",0.945994599459946,0.85,"was met",0,"Aug 2015","74th"
Oct 2015,"England","Skin","Urgent Suspected Cancer",2228,2085,"143",0.935816876122083,0.85,"was met",0,"Sep 2015","57th"
Nov 2015,"England","Skin","Urgent Suspected Cancer",2167,2064,"103",0.952468850946008,0.85,"was met",0,"Oct 2015","87th"
Dec 2015,"England","Skin","Urgent Suspected Cancer",2204,2108,"96",0.956442831215971,0.85,"was met",0,"Nov 2015","101st"
Jan 2016,"England","Skin","Urgent Suspected Cancer",1951,1839,"112",0.94259354177345,0.85,"was met",0,"Dec 2015","66th"
Feb 2016,"England","Skin","Urgent Suspected Cancer",1990,1890,"100",0.949748743718593,0.85,"was met",0,"Jan 2016","82nd"
Mar 2016,"England","Skin","Urgent Suspected Cancer",2100,2006,"94",0.955238095238095,0.85,"was met",0,"Feb 2016","98th"
Apr 2016,"England","Skin","Urgent Suspected Cancer",2176,2098,"78",0.964154411764706,0.85,"was met",0,"Mar 2016","128th"
May 2016,"England","Skin","Urgent Suspected Cancer",2163,2071,"92",0.957466481738326,0.85,"was met",0,"Apr 2016","107th"
Jun 2016,"England","Skin","Urgent Suspected Cancer",2410,2305,"105",0.95643153526971,0.85,"was met",0,"May 2016","100th"
Jul 2016,"England","Skin","Urgent Suspected Cancer",2277,2192,"85",0.962670180061484,0.85,"was met",0,"Jun 2016","124th"
Aug 2016,"England","Skin","Urgent Suspected Cancer",2546,2428,"118",0.953652788688138,0.85,"was met",0,"Jul 2016","91st"
Sep 2016,"England","Skin","Urgent Suspected Cancer",2484,2352,"132",0.946859903381642,0.85,"was met",0,"Aug 2016","75th"
Oct 2016,"England","Skin","Urgent Suspected Cancer",2423,2305,"118",0.951300041271151,0.85,"was met",0,"Sep 2016","84th"
Nov 2016,"England","Skin","Urgent Suspected Cancer",2521,2401,"120",0.952399841332804,0.85,"was met",0,"Oct 2016","86th"
Dec 2016,"England","Skin","Urgent Suspected Cancer",2169,2063,"106",0.951129552789304,0.85,"was met",0,"Nov 2016","83rd"
Jan 2017,"England","Skin","Urgent Suspected Cancer",2304,2185,"119",0.948350694444444,0.85,"was met",0,"Dec 2016","77th"
Feb 2017,"England","Skin","Urgent Suspected Cancer",2020,1943,"77",0.961881188118812,0.85,"was met",0,"Jan 2017","122nd"
Mar 2017,"England","Skin","Urgent Suspected Cancer",2346,2280,"66",0.971867007672634,0.85,"was met",0,"Feb 2017","159th"
Apr 2017,"England","Skin","Urgent Suspected Cancer",2054,1978,"76",0.962999026290166,0.85,"was met",0,"Mar 2017","125th"
May 2017,"England","Skin","Urgent Suspected Cancer",2382,2290,"92",0.961376994122586,0.85,"was met",0,"Apr 2017","121st"
Jun 2017,"England","Skin","Urgent Suspected Cancer",2592,2509,"83",0.967978395061728,0.85,"was met",0,"May 2017","141st"
Jul 2017,"England","Skin","Urgent Suspected Cancer",2556,2457,"99",0.961267605633803,0.85,"was met",0,"Jun 2017","120th"
Aug 2017,"England","Skin","Urgent Suspected Cancer",2698,2569,"129",0.952186805040771,0.85,"was met",0,"Jul 2017","85th"
